"","restaurant_name","rating_review","review_id","title_review","review_full","date","city","author_id"
"449639","Haven_Rooftop",5,"review_534162972","Great Rooftop Restaurant ","We had a great dinner. The food was excellent! It was served quickly. We ate early because we were going to a show. We had reservations. We really liked it.",2017-10-18,"New_York_City_New_York","UID_229576"
"86421","Carmine_s_Italian_Restaurant_Times_Square",5,"review_240450292","BandB TRIP","This was one of he nicer places we have visited.  The food was well prepared and presented excellent.  The wait staff was friendly and went out od their way to make sure you were pleased.  We will be gong back to this one.",2014-11-18,"New_York_City_New_York","UID_67139"
"32773","Benjamin_Steakhouse",5,"review_551311153","Amazing 80th Birthday Celebration","In celebration of our father's 80th birthday, he wanted a return trip to NYC specifically to have dinner at Benjamin Steakhouse. We had a group of 11, with ages ranging from 49-80. We took advantage of reserving one of their private areas, the wine room, and could not be happier that we did. Dee at Benjamin was a delight to work with and made sure every detail was perfect for us. The service for our special dinner was beyond compare and the meal itself was absolutely amazing. From the appetizers, delicious lobster and amazing steaks, we all agreed we really need to do this again some time. Regardless if you are planning a private event or simply want a fantastic meal, I would never hesitate to recommend Benjamin Steakhouse.",2018-01-03,"New_York_City_New_York","UID_28209"
"180405","Friedman_s",4,"review_508730236","Wow!  Fabulous, fun brunch!","Great, friendly, efficient wait staff despite being VERY busy for brunch.  Delicious food.  My only problem was that I wanted to order everything!  What cried out to me, however, was the cheesy chicken and waffles.  Definitely did not disappoint!",2017-08-04,"New_York_City_New_York","UID_119895"
"175993","Friedman_s",5,"review_317876753","Fried chicken and waffles = worth the wait","Saw this place on Yelp and got there for a mid-morning Saturday brunch. We were lucky to only have to wait about 20 minutes - by the time we were seated, the friendly hostess was telling others it would be an hour. The cool thing is that she takes your name and cell number and will call you when your table is ready - many people waiting around us happily did so at the Stabucks down the street, which helps you not get hangry from smelling all of the wonderful food in this place. Hubby had mushroom toast and it was good. I had the fried chicken and waffles and they. were. outstanding. Neither of us was crazy about the spicy syrup that came with my plate, so the waitress was happy to bring regular syrup (she said it's a common request). Definitely recommend. Just off a busy street.",2015-10-11,"New_York_City_New_York","UID_117676"
"372032","The_Red_Flame_Diner",4,"review_154119836","Midtown diner","Very busy diner just down the block from the Iroquois.  Very busy at lunch, but they move people very efficiently.  Very diverse menu, something for everyone, breakfast or lunch.  Service is prompt.  Food is average but for a quick breakfast or lunch, it was perfect.",2013-03-09,"New_York_City_New_York","UID_202704"
"364479","Supper_Restaurant",5,"review_722648888","Amazing Authentic Italian Food!","When we arrived at Supper restaurant in East Village we were greeted and immediately seated. This old-style restaurant with its mismatched table and chairs, vintage drapery and simple setting, is a perfect place to have a home cooked Italian meal.  We ordered a bottle of Italian wine and chose our food off the specials menu. We ordered a Caesar salad, short rib tortellini and the pesto gnocchi. The food was amazing and reminded both my husband and I of our meals in Italy. We can’t say enough about the short rib tortellini. Squisito! Bravo! This is a high recommendation if you want authentic Italian cuisine!  Note: THIS IS A CASH ONLY RESTAURANT",2019-10-30,"New_York_City_New_York","UID_103090"
"91406","Del_Frisco_s_Double_Eagle_Steakhouse",4,"review_121245357","Great Steak, but a very loud setting","I visited Del Frisco's this November 2011.  The restaurant is huge, with very high ceilings and two floors. We reserved a table but had to wait at least 30 minutes to be seated. The lower floor was smashed with tons of people at the bar. We were not treated with anything for our wait. After being seated, the service improved infinitely. We ordered a bunch of apps and everyone got a different cut of steak. I had the bone in ribeye, at $46. It was one of the best steaks i have ever had. Done perfectly. The apps were not great. Some simple asparagus with cream and some other dishes. I dont even remember them which is not a good sign. We are not desert people, but got some cheese cake and a cream desert. Both were outstanding. All in all, a great meal. Its expensive, but the steak is amazing.",2011-11-30,"New_York_City_New_York","UID_29887"
"334332","Arriba_Arriba_Mexican_Restaurant",4,"review_660870954","Friendly and lively atmosphere","We visited in March 19 and hadnt booked. We only had a short wait until we were seated. The nacho chips were great and the salsa was lovely. We ordered 1 chicken and 1 bean enchilada with 2 raspberry margaritas. The food came very quick and was nice. The waiter then advised us to try churros and the fried ice cream which were to die for. The service and desert definitely made up for the average mains. ",2019-03-24,"New_York_City_New_York","UID_42843"
"440635","Luna_Piena_Ristorante",5,"review_120620431","Great local Italian restaurant","was turned onto this restaurant by the Waldorf's Concierge. Amazing home made pasta's, service was great and met the owner Luigi, who made sure I was well taken care of. A lot of local's were there, which is a great sign and met a couple of nice people who were eating there too. Try it, Im sure you'll enjoy the experience!",2011-11-15,"New_York_City_New_York","UID_226474"
